x,y
756.1715698242188,547.9622983932495
752.4319839477539,547.7951216697693
754.8505783081055,547.9360342025757
746.081371307373,543.8766074180603
753.4230422973633,543.876736164093
745.7059478759766,552.2604203224182
746.2892532348633,552.616982460022
744.2454528808594,555.3671908378601
741.6452980041504,551.3644766807556
742.5084686279297,545.8318734169006
747.5433540344238,538.9149928092957
746.9840240478516,547.9073882102966
749.6320724487305,550.3256893157959
747.4408721923828,553.8146424293518
747.4118614196777,550.337405204773
739.7300148010254,549.6233153343201
744.6266555786133,547.026572227478
746.0387420654297,541.8602514266968
744.1020584106445,541.6530990600586
745.7981300354004,543.8702988624573
744.4680976867676,545.4078483581543
745.4320907592773,547.1129608154297
743.097095489502,546.7595529556274
740.4610061645508,546.3919830322266
743.426456451416,535.9584045410156
746.3951110839844,532.0641589164734
747.0890235900879,534.4823956489563
745.3788757324219,540.012423992157
746.8450355529785,541.1210560798645
743.9218711853027,542.6776599884033
737.4629974365234,538.826801776886
738.5750198364258,534.8725926876068
740.0895881652832,532.5321507453918
745.8013916015625,532.2265720367432
749.0833282470703,533.6965942382812
749.1197204589844,534.1725361347198
746.5119552612305,533.6443877220154
748.8384246826172,533.732578754425
745.3779602050781,529.9336695671082
757.5209426879883,521.0635828971863
759.7110557556152,520.5680394172668
759.2492294311523,526.9176650047302
754.7594261169434,526.9335007667542
757.1318435668945,525.1355302333832
753.5935592651367,526.5186810493469
745.2089309692383,520.0305891036987
751.4896774291992,511.6073799133301
750.0382804870605,521.8080568313599
752.2095680236816,531.0999476909637
754.171199798584,528.9071774482727
752.0938110351562,522.7735877037048
748.6421012878418,521.7582643032074
746.5526962280273,511.2308621406555
744.0692138671875,504.4095754623413
745.2235794067383,512.280592918396
751.4035034179688,524.2888963222504
746.2091445922852,518.3424711227417
746.3757705688477,515.8335328102112
742.5844573974609,506.0826623439789
746.0184860229492,502.0559048652649
753.2853698730469,513.1336641311646
746.557559967041,519.9196743965149
749.154224395752,522.7118539810181
749.7229957580566,518.3757841587067
744.4767951965332,521.0643553733826
744.0295028686523,519.9739730358124
748.8876914978027,510.3142547607422
751.7255973815918,510.81835985183716
754.5083427429199,520.2304029464722
760.3352165222168,514.4903254508972
760.2407455444336,515.0423562526703
759.1632843017578,512.0969367027283
762.9755973815918,506.13110303878784
765.7774543762207,508.5515284538269
764.6981048583984,511.35674357414246
770.2175331115723,511.1753726005554
765.9031677246094,510.68819761276245
773.1356620788574,502.18510150909424
766.6320419311523,491.4445924758911
772.9385375976562,487.0112872123718
796.5061569213867,494.7252345085144
784.3153953552246,505.48869252204895
789.7940826416016,492.9743206501007
776.799144744873,479.83433961868286
765.7475852966309,489.8392903804779
766.7382431030273,478.26956033706665
774.5904350280762,472.486127614975
771.0763549804688,457.0271408557892
769.8620796203613,469.8457074165344
757.5909233093262,509.0101218223572
776.2952613830566,488.30994844436646
774.6721458435059,467.5469470024109
774.3917655944824,491.628280878067
767.1904563903809,486.2133836746216
756.536693572998,479.95452404022217
768.387451171875,485.0121510028839
759.0584564208984,501.58005952835083
769.7602272033691,485.64635396003723
751.7271995544434,486.14070653915405
742.1612548828125,495.1892352104187
735.1416206359863,483.85713815689087
737.7846908569336,493.64280223846436
741.2873268127441,504.8598003387451
740.7404708862305,498.09545159339905
740.5018043518066,512.1246814727783
734.076976776123,494.2418897151947
731.9440841674805,498.9293074607849
733.927001953125,502.8246474266052
733.8446617126465,503.84122610092163
737.2687339782715,505.2653503417969
747.5384330749512,494.82179403305054
733.3638381958008,509.03690099716187
736.0988616943359,500.1642072200775
730.8752632141113,507.67592668533325
741.5790367126465,500.6484532356262
741.0097503662109,510.0211000442505
734.6605110168457,527.4671530723572
726.8353271484375,505.5126714706421
719.9767112731934,490.64141035079956
722.7444648742676,493.67592215538025
730.9976577758789,513.5117590427399
739.969310760498,510.4697799682617
730.5892753601074,522.4790811538696
726.5687942504883,522.0969307422638
727.9141044616699,514.5124697685242
721.790943145752,525.5153632164001
732.3653984069824,516.4450120925903
728.397102355957,533.4957826137543
732.8495407104492,517.0716190338135
740.6260871887207,510.9410548210144
740.6050872802734,523.9816117286682
737.6138877868652,526.060152053833
734.2691230773926,521.7887449264526
733.4904670715332,519.3336868286133
737.3340225219727,520.7149708271027
733.7814331054688,511.71491503715515
734.2849731445312,517.4902367591858
739.8098945617676,504.7152507305145
720.2554893493652,514.1261029243469
723.0341720581055,507.771520614624
720.6110000610352,513.5985660552979
726.7760467529297,513.4493494033813
729.2998123168945,525.9152805805206
721.5935897827148,530.0921559333801
728.8105201721191,513.6486482620239
711.6996002197266,527.2941184043884
722.2715950012207,515.4328751564026
719.4101715087891,520.1492285728455
720.0008583068848,530.9328031539917
714.5845413208008,517.7888309955597
716.1130142211914,521.6099810600281
705.4780197143555,512.407021522522
711.7535018920898,525.7847321033478
711.811408996582,518.5711240768433
707.6985168457031,522.6420736312866
709.5672798156738,521.337296962738
711.2113380432129,531.1139488220215
703.2559776306152,518.1213176250458
699.9712371826172,518.1619048118591
698.7604522705078,529.6612429618835
694.7400283813477,528.4500324726105
697.866325378418,520.5511736869812
696.0416793823242,534.5107197761536
690.2385520935059,528.1559443473816
688.7085914611816,531.6494679450989
683.1026458740234,537.714661359787
669.1568756103516,530.4697036743164
667.8388023376465,537.0343995094299
655.8687973022461,527.5900089740753
653.9765167236328,517.9297113418579
661.1575698852539,532.9164576530457
667.1891212463379,537.670726776123
664.8994445800781,536.0247087478638
663.2935523986816,537.3277473449707
655.5069923400879,532.4886345863342
657.4776649475098,532.5692296028137
660.0021171569824,535.6327414512634
655.2615737915039,534.5356321334839
664.1081428527832,532.9200947284698
652.9331588745117,541.2620973587036
655.726261138916,531.7086911201477
653.5086822509766,534.9808359146118
653.4659957885742,538.6967360973358
654.2792129516602,535.3440284729004
644.6371078491211,542.3440790176392
648.8456726074219,532.7989447116852
646.6028594970703,538.799250125885
648.8411521911621,534.997251033783
648.2975578308105,541.0579061508179
646.9030380249023,533.3066868782043
643.344669342041,537.9303431510925
634.5368385314941,536.3640832901001
623.5077667236328,532.6240110397339
631.5919303894043,540.7819390296936
642.1991157531738,531.8504405021667
640.5059623718262,532.3917210102081
635.3772926330566,534.1419267654419
625.9336853027344,542.8014492988586
628.1179046630859,535.5628001689911
628.4805107116699,540.9389448165894
629.3991851806641,541.1965656280518
627.9257011413574,543.943362236023
626.2335777282715,540.9052777290344
612.6801109313965,543.4418964385986
616.7072868347168,531.322420835495
616.080265045166,537.944827079773
609.2927742004395,544.3247723579407
613.787784576416,538.8739228248596
602.8377914428711,547.4473142623901
599.849796295166,542.3221921920776
593.0845642089844,545.6307721138
602.4525260925293,542.6092958450317
593.3490943908691,545.6390762329102
