x,y
1127.5174713134766,656.1987018585205
1128.8591766357422,660.9948778152466
1130.782585144043,657.6228904724121
1132.2272872924805,657.182514667511
1133.6479568481445,656.3265466690063
1132.3393249511719,656.0555362701416
1130.8074188232422,658.812825679779
1131.4439392089844,657.3060464859009
1132.1642303466797,659.1292190551758
1132.119140625,659.6654462814331
1131.2617492675781,659.1360425949097
1132.5228881835938,660.4612898826599
1129.588851928711,657.4543619155884
1132.3709106445312,658.5312581062317
1132.4387741088867,657.5827217102051
1131.3253784179688,653.6682629585266
1130.7664489746094,653.6842918395996
1133.353271484375,652.2881054878235
1130.8236694335938,649.1724514961243
1131.2482452392578,649.6533179283142
1133.108024597168,650.3600692749023
1130.6516647338867,648.019015789032
1130.2211380004883,647.7953195571899
1131.0491180419922,648.9230060577393
1131.6110229492188,647.2376561164856
1129.925422668457,646.2292528152466
1129.9855041503906,643.296868801117
1128.310661315918,639.7851276397705
1128.5325622558594,641.4505219459534
1127.7484130859375,641.7754769325256
1130.071678161621,643.9620995521545
1126.714096069336,641.3672232627869
1129.5730590820312,642.6559710502625
1126.376953125,641.6011548042297
1128.6119842529297,639.7336935997009
1130.0439834594727,635.9669065475464
1127.7089309692383,635.7004022598267
1127.911720275879,635.1689386367798
1129.62890625,634.266107082367
1130.4076766967773,633.0161118507385
1129.8212814331055,633.9178490638733
1130.2164459228516,632.1992826461792
1128.8459014892578,627.2825360298157
1126.520118713379,626.8208527565002
1126.593360900879,622.9991555213928
1124.4052505493164,622.9711532592773
1124.158058166504,618.5887670516968
1127.1781539916992,618.4458589553833
1126.1331939697266,615.9483790397644
1124.4570922851562,609.7022008895874
1124.3785858154297,613.2864260673523
1124.736099243164,612.3407864570618
1123.8958740234375,608.5412979125977
1122.6905822753906,607.6091122627258
1120.9949111938477,599.3404626846313
1120.1544570922852,602.1223425865173
1125.1304626464844,606.4634656906128
1124.5631790161133,602.6133155822754
1124.3019104003906,601.9998407363892
1124.2830276489258,597.2266459465027
1125.7018661499023,600.5032968521118
1124.3837356567383,600.1820755004883
1124.3891143798828,601.2213778495789
1125.142478942871,600.9475994110107
1124.1621780395508,595.8692121505737
1122.5653839111328,599.2177677154541
1121.1053466796875,594.5576763153076
1112.8911209106445,595.0287580490112
1105.9486770629883,593.8536930084229
1096.0448455810547,591.2813472747803
1091.4653778076172,590.5941009521484
1091.8268966674805,591.6228461265564
1093.0896377563477,594.1201972961426
1093.872299194336,596.1420893669128
1094.0269088745117,597.7792882919312
1093.3895874023438,599.8931050300598
1090.1123428344727,599.8889207839966
1089.3227005004883,602.5090956687927
1090.2624893188477,603.0562019348145
1090.7148742675781,605.2700543403625
