x,y
566.5806198120117,723.9340496063232
569.5902442932129,723.9790463447571
565.6083869934082,725.730893611908
569.0684509277344,722.5054836273193
570.0614547729492,722.5953483581543
568.9732360839844,724.495575428009
560.4584312438965,721.7612028121948
565.3083801269531,723.2522106170654
562.8172874450684,721.6479063034058
559.8787307739258,715.6937885284424
559.925479888916,715.3164339065552
558.665657043457,696.9896292686462
557.8846549987793,695.7525730133057
567.923469543457,695.207462310791
563.4864234924316,703.5641098022461
556.8992614746094,713.1492519378662
555.8888053894043,715.6015419960022
556.0927391052246,718.770432472229
552.978515625,725.1042222976685
559.8352432250977,727.56507396698
554.1675567626953,728.9501881599426
551.9343566894531,725.9605121612549
551.506233215332,727.182183265686
551.3552856445312,729.3427991867065
552.6292419433594,712.6784920692444
558.6737251281738,693.4540057182312
558.5892677307129,691.8123006820679
569.216194152832,701.8798542022705
570.0889205932617,713.7086534500122
568.154411315918,713.1793785095215
571.0740852355957,717.1255731582642
571.8169784545898,720.200092792511
568.6223602294922,719.3457341194153
564.1707801818848,717.9534101486206
564.1677474975586,721.7151761054993
564.6602439880371,725.6696105003357
563.5361480712891,725.4135990142822
558.9699554443359,727.4878263473511
557.8715515136719,725.5602407455444
549.3716239929199,727.0468711853027
540.6748008728027,721.7861795425415
545.6695175170898,719.4525289535522
552.1562004089355,726.9337034225464
549.8943901062012,726.4488458633423
550.081787109375,732.9534816741943
548.9142036437988,732.9841876029968
550.0543212890625,734.6098637580872
552.4356651306152,733.2589960098267
549.2073440551758,734.5792865753174
549.1605949401855,734.9110651016235
543.6051177978516,740.1521873474121
539.8760604858398,741.2194919586182
536.9266319274902,739.8007106781006
538.4096717834473,740.5523943901062
534.4100761413574,736.2287163734436
537.7279472351074,738.7065625190735
535.6338500976562,739.5921421051025
536.1179351806641,738.6170196533203
534.9636268615723,738.3258605003357
534.2159843444824,741.4291548728943
531.1608695983887,742.5708103179932
528.6091232299805,743.51722240448
527.9648208618164,740.4558348655701
530.5499839782715,744.8879814147949
528.4997177124023,746.0252594947815
525.6931686401367,746.5142369270325
525.6804656982422,748.4725284576416
525.6016159057617,745.4824662208557
525.5594444274902,745.4578757286072
527.1549224853516,744.7766160964966
528.2748413085938,747.8850603103638
524.9038696289062,747.3955035209656
524.9357986450195,748.1481528282166
524.4269943237305,750.4895925521851
519.8559951782227,754.0888810157776
517.4204635620117,754.3156671524048
516.2750244140625,754.1348433494568
517.5629425048828,755.4598331451416
514.4396781921387,755.3730583190918
516.8271446228027,756.43714427948
516.0904884338379,757.3373365402222
513.4182357788086,758.7637138366699
511.06801986694336,759.6550869941711
509.7842788696289,758.9681625366211
505.0422477722168,761.9616365432739
506.6027069091797,758.1217861175537
505.68220138549805,758.984706401825
503.8656234741211,758.1068515777588
499.5676803588867,757.1697092056274
493.1071472167969,758.2769250869751
479.42630767822266,770.3775072097778
480.40775299072266,769.9053955078125
480.7646369934082,760.2811789512634
488.2631492614746,757.0199131965637
484.3077278137207,756.1891794204712
480.4258918762207,758.9073300361633
474.9379348754883,758.6093473434448
486.60438537597656,755.9579515457153
476.4517593383789,757.3635363578796
472.59472846984863,753.7442922592163
466.7881679534912,750.5118656158447
475.70600509643555,750.7150912284851
472.18780517578125,755.7308435440063
471.39387130737305,754.2348146438599
470.3478813171387,751.7574834823608
472.27420806884766,749.0243339538574
471.96038246154785,749.8828768730164
467.15054512023926,751.5672612190247
467.9088020324707,750.642671585083
470.81811904907227,755.8178758621216
473.6744499206543,756.3822984695435
469.01023864746094,756.2886357307434
473.46513748168945,747.2004532814026
472.77153968811035,746.262538433075
471.3409423828125,742.9985690116882
471.88136100769043,745.19362449646
483.7913131713867,736.2444877624512
485.0540542602539,746.4151668548584
493.76352310180664,746.9147658348083
489.17959213256836,741.5661406517029
494.06044006347656,741.9821834564209
484.89274978637695,736.8551301956177
485.947265625,736.7173075675964
496.09703063964844,742.257571220398
498.16234588623047,739.4804549217224
493.86829376220703,736.3396954536438
501.88528060913086,734.1768908500671
503.6858940124512,732.2909545898438
502.8802299499512,728.4185314178467
511.6769599914551,734.001088142395
512.7145957946777,730.2744698524475
510.9492874145508,722.75306224823
505.1316833496094,726.9918966293335
513.9998817443848,720.8856010437012
528.0342864990234,735.9497880935669
530.5679512023926,732.4236273765564
526.7051696777344,731.2515234947205
526.9089889526367,730.2658438682556
535.4053115844727,729.2294383049011
531.1308288574219,719.6554970741272
535.0424766540527,712.5341033935547
546.8346977233887,710.3759336471558
546.1021614074707,718.7002658843994
552.3984146118164,713.5232591629028
547.0588302612305,718.8203859329224
537.3891448974609,712.2459697723389
528.5145378112793,712.1729707717896
520.9544563293457,707.1867656707764
522.7590179443359,709.1131281852722
526.6632270812988,707.0560884475708
526.5558815002441,708.3286142349243
527.900505065918,712.086067199707
521.7797470092773,710.8504915237427
513.9424896240234,702.2225761413574
509.71601486206055,697.1929836273193
516.4553833007812,690.4043984413147
515.0403785705566,701.3380908966064
517.3246765136719,707.4083375930786
518.129997253418,704.6775698661804
509.86175537109375,705.8920955657959
510.53443908691406,702.322096824646
505.806827545166,703.003613948822
504.6210479736328,705.6885480880737
484.0543556213379,705.0280165672302
481.2762451171875,730.92618227005
485.7857322692871,723.3538556098938
485.40653228759766,727.2475862503052
486.3332748413086,732.6256942749023
480.9152412414551,735.0163149833679
483.45422744750977,725.1337695121765
477.08510398864746,728.8038039207458
479.61270332336426,735.6032681465149
477.3314952850342,731.106812953949
479.9308776855469,728.0649948120117
475.58627128601074,739.0588760375977
475.8936595916748,727.5630140304565
463.7138557434082,733.3986854553223
461.54906272888184,736.4540863037109
456.11409187316895,735.214262008667
450.38254737854004,745.2699708938599
452.5136661529541,745.326554775238
449.43180084228516,737.8114557266235
454.95431900024414,742.5298690795898
453.07414054870605,745.1685833930969
459.47776794433594,736.0590934753418
454.268102645874,739.6919202804565
451.81260108947754,750.77721118927
444.78060722351074,754.5510792732239
446.17106437683105,739.5499777793884
443.5663032531738,744.1534209251404
441.3731575012207,753.795919418335
445.2479839324951,751.8009996414185
454.63829040527344,751.1710453033447
449.83606338500977,747.6678657531738
452.8516387939453,743.0543804168701
446.29048347473145,746.4410448074341
445.788631439209,745.3537845611572
445.6802272796631,751.7256188392639
447.1242427825928,749.3004941940308
438.0995750427246,752.2447228431702
429.2373847961426,756.2720274925232
428.741512298584,750.1886487007141
423.6720943450928,761.9373035430908
427.04243659973145,765.8347678184509
423.57067108154297,771.059410572052
426.85203552246094,766.0784196853638
411.9647026062012,765.5185031890869
415.72646141052246,762.3696327209473
408.0500793457031,762.9697179794312
406.4186668395996,751.6958141326904
401.3485908508301,764.090838432312
410.36109924316406,759.398238658905
412.7260494232178,759.0698719024658
409.4908618927002,760.3051900863647
408.5880374908447,760.0715160369873
410.36808013916016,755.4340839385986
410.54643630981445,753.7160968780518
410.7376956939697,754.5468950271606
402.2145938873291,766.8592643737793
403.3589744567871,759.2618322372437
398.13526153564453,765.7740640640259
402.78820037841797,760.6435990333557
402.6346206665039,762.7433180809021
408.6482334136963,754.4430613517761
411.53958320617676,749.663815498352
417.9943656921387,752.5369763374329
422.5360107421875,749.790050983429
423.9224052429199,749.2258214950562
429.2464828491211,742.2384524345398
432.242488861084,742.3164081573486
434.5345973968506,737.1318697929382
433.76976013183594,736.9829106330872
432.09906578063965,737.4960923194885
438.48535537719727,733.0935573577881
437.27611541748047,731.4188289642334
437.93420791625977,728.6722254753113
437.88783073425293,728.2551527023315
439.7988796234131,723.5128569602966
437.2143745422363,724.3260169029236
437.28026390075684,727.4490737915039
438.7477111816406,726.7647886276245
437.9637050628662,724.1670799255371
441.79924964904785,725.0672721862793
440.01182556152344,731.791741847992
442.1840572357178,730.9979581832886
444.79737281799316,721.9858646392822
440.4910182952881,734.5176815986633
443.12313079833984,731.5175771713257
445.46496391296387,722.3088884353638
445.7603645324707,722.7145028114319
443.1083106994629,712.0995855331421
441.40122413635254,711.1323165893555
440.7507133483887,710.439019203186
436.6783332824707,709.8503923416138
434.6506690979004,712.7289605140686
434.63953971862793,701.6123199462891
429.7354316711426,708.7279844284058
434.85079765319824,703.3506488800049
436.52220726013184,702.2129201889038
434.41314697265625,707.6999473571777
436.18417739868164,698.4527635574341
433.1619071960449,706.383969783783
434.401330947876,701.1483192443848
434.7685432434082,696.4640879631042
426.57434463500977,700.5947113037109
428.58824729919434,695.4704904556274
421.7831611633301,705.4056286811829
417.7192497253418,708.367817401886
417.7884006500244,712.0781493186951
405.5825901031494,724.2943453788757
406.99567794799805,727.1236681938171
403.4348773956299,733.873565196991
400.1957416534424,743.3707737922668
397.94800758361816,735.9146404266357
396.91274642944336,742.0127606391907
396.2500190734863,748.7885355949402
398.63545417785645,752.238028049469
397.6956367492676,754.6735167503357
394.0795612335205,763.8303208351135
391.64525985717773,764.1058373451233
385.1433849334717,761.5618801116943
380.72376251220703,763.5972905158997
381.5296268463135,761.9230127334595
378.7815284729004,760.7980298995972
380.99281311035156,759.4561100006104
375.7147407531738,767.4768590927124
371.2730026245117,760.9930157661438
370.59096336364746,766.8326139450073
372.3263454437256,770.0916266441345
362.1032238006592,768.5121059417725
363.1026363372803,770.8315300941467
353.9074230194092,770.9110951423645
370.05486488342285,775.706627368927
362.02714920043945,768.4705209732056
355.12224197387695,770.768895149231
366.19983673095703,775.2030372619629
361.81918144226074,777.600417137146
371.7758274078369,779.1769123077393
374.7924327850342,787.2030687332153
383.77830505371094,773.2815027236938
378.1451225280762,781.9580841064453
389.1563415527344,774.0554594993591
391.0485649108887,784.4341278076172
399.00389671325684,779.8047423362732
398.2412910461426,772.1635365486145
400.97325325012207,769.0542554855347
392.76174545288086,770.3988790512085
362.25276947021484,787.0770263671875
351.0761547088623,761.0058259963989
330.1516628265381,760.453634262085
330.5233669281006,752.2744631767273
327.9594898223877,757.4919605255127
325.5461311340332,759.2604160308838
328.83922576904297,749.3400192260742
318.81360054016113,753.7822079658508
316.25186920166016,753.0036163330078
312.3280906677246,751.1747145652771
307.73119926452637,750.5599522590637
308.14209938049316,747.7147936820984
304.09996032714844,751.896915435791
310.3480052947998,746.6192293167114
305.33509254455566,743.8418555259705
309.53885078430176,746.2719368934631
311.3434410095215,742.3376512527466
312.9957675933838,740.2369022369385
314.5737934112549,739.2086720466614
328.4682369232178,735.6170439720154
332.45195388793945,734.5458769798279
353.9006996154785,725.1164531707764
352.35949516296387,721.0868310928345
366.77032470703125,720.7527351379395
362.77273178100586,714.5018577575684
372.5616645812988,718.0278253555298
371.02641105651855,715.3479766845703
370.8450508117676,712.7460193634033
